Instances,feature_ego_brake,feature_ego_speed,source,feature_scenarioTrafficLightDemand,feature_totalNPCs,feature_totalPedestrians,feature_isPedestrianScenario,feature_totalStaticObstacles,feature_totalRoadUsers,feature_obstaclesMinimumDistance,feature_typeObstacleHavingMinimumDistance,feature_speedObstacleWithMinimumDistance,feature_distanceObstacleWithMinimumDistance,feature_volumeObstacleWithMinimumDistance,feature_obstaclesMaximumSpeed,feature_typeObstacleHavingMaximumSpeed,feature_distanceObstacleWithMaximumSpeed, feature_speedObstacleWithMaximumSpeed,feature_volumeObstacleWithMaximumSpeed,feature_obstaclesMaximumVolume,feature_typeObstacleHavingMaximumVolume,algo_collision
scenario19002,16.56,4.59,SpeedCut,1,0,1,1,1,2,2.33,2,2,2.33,0.16,2,2,2.33,2,0.16,0.16,2,1
scenario19003,0,3.7,ChangeLaneToLeft,3,0,1,1,1,2,2.45,2,3,2.45,0.23,3,2,2.45,3,0.23,0.23,2,1
scenario19004,49.17,3.73,EmergencyBrake,1,0,1,1,1,2,3.13,3,0,3.13,0.02,3,2,3.14,3,0.32,0.32,2,1
scenario19005,57.78,2.36,EmergencyBrake,1,0,1,1,1,2,3.16,3,0,3.16,0.03,4,2,3.61,4,0.18,0.18,2,1
scenario19006,14.5,0.17,SpeedCut,1,0,1,1,1,2,3.15,3,0,3.15,0.02,2,2,3.62,2,0.15,0.15,2,1
scenario19008,0,1.39,ChangeLaneToRight,0,1,0,0,1,2,3.23,3,0,3.23,0.03,1,1,17.14,1,9.22,9.22,1,1
scenario19009,0,1.4,ChangeLaneToRight,0,1,0,0,1,2,3.57,3,0,3.57,0.03,2,1,17.13,2,11.38,11.38,1,1
scenario19088,29.32,3.61,ChangeLaneToLeft,1,0,1,1,1,2,2.4,2,2,2.4,0.37,2,2,2.4,2,0.37,0.37,2,1
scenario19089,33.06,2.8,EmergencyBrake,1,0,1,1,1,2,3.25,2,3,3.25,0.21,3,2,3.25,3,0.21,0.21,2,1
scenario19172,0,10.47,SpeedUp,1,0,1,1,1,2,3.16,3,0,3.16,0.1,1,2,6.21,1,0.12,0.12,2,1
scenario19252,26.94,5.15,ChangeLaneToLeft,1,0,1,1,1,2,3.16,2,2,3.16,0.26,2,2,3.16,2,0.26,0.26,2,1
scenario19253,34.01,3.81,EmergencyBrake,1,0,1,1,1,2,3.16,2,2,3.16,0.2,2,2,3.16,2,0.2,0.2,2,1
scenario19254,27.21,3.15,Cruise,1,0,1,1,1,2,3.66,2,2,3.66,0.24,2,2,3.66,2,0.24,0.24,2,1
scenario19255,31.34,2.08,ChangeLaneToRight,1,0,1,1,1,2,3.56,2,2,3.56,0.19,2,2,3.56,2,0.19,0.19,2,1
scenario19325,14.5,0.77,SpeedCut,1,0,1,1,1,2,3.66,2,2,3.66,0.15,2,2,3.66,2,0.15,0.15,2,1
scenario19442,14.5,4.11,SpeedCut,1,0,1,1,1,2,3.29,3,0,3.29,0.02,2,2,4.08,2,0.36,0.36,2,1
scenario19523,20.61,9.92,SpeedCut,3,0,1,1,1,2,2.72,2,2,2.72,0.14,2,2,2.72,2,0.14,0.14,2,1
scenario19524,14.5,4.91,SpeedCut,3,0,1,1,1,2,2.87,2,2,2.87,0.34,2,2,2.87,2,0.34,0.34,2,1
scenario19525,39.64,4.57,EmergencyBrake,1,0,1,1,1,2,3.47,2,2,3.47,0.19,2,2,3.47,2,0.19,0.19,2,1
scenario19526,41.62,3.37,EmergencyBrake,1,0,1,1,1,2,3.42,3,0,3.42,0.02,3,2,3.53,3,0.26,0.26,2,1
scenario19706,0,10.38,SpeedUp,3,0,1,1,1,2,4.19,2,2,4.19,0.13,2,2,4.19,2,0.13,0.13,2,1
scenario19710,42.46,3.26,EmergencyBrake,1,0,1,1,1,2,3.55,3,0,3.55,0.05,2,2,3.6,2,0.22,0.22,2,1
scenario19937,44.32,5.63,EmergencyBrake,1,0,1,1,1,2,3.13,2,2,3.13,0.22,2,2,3.13,2,0.22,0.22,2,1
scenario19938,43.1,4.14,EmergencyBrake,1,0,1,1,1,2,3.28,3,0,3.28,0.04,2,2,3.4,2,0.34,0.34,2,1
scenario19939,39.57,2.87,EmergencyBrake,3,0,1,1,1,2,3.49,3,0,3.49,0.06,2,2,3.63,2,0.18,0.18,2,1
scenario19940,14.51,0.44,SpeedCut,3,0,1,1,1,2,3.68,2,2,3.68,0.2,2,2,3.68,2,0.2,0.2,2,1
scenario19942,69.67,0,Stop,1,0,1,1,1,2,3.69,2,2,3.69,0.19,2,2,3.69,2,0.19,0.19,2,1
scenario20044,0,10.54,SpeedUp,1,0,1,1,1,2,3.39,2,2,3.39,0.34,2,2,3.39,2,0.34,0.34,2,1
scenario20045,0,4.48,ChangeLaneToRight,1,0,1,1,1,2,3.37,2,2,3.37,0.21,2,2,3.37,2,0.21,0.21,2,1
scenario20046,26.54,4.36,Cruise,1,0,1,1,1,2,3.59,2,2,3.59,0.18,2,2,3.59,2,0.18,0.18,2,1
scenario20049,14.84,0.5,SpeedCut,1,0,1,1,1,2,3.17,3,0,3.17,0.02,2,2,3.79,2,0.17,0.17,2,1
scenario20051,48.51,0,SpeedCut,1,0,1,1,1,2,3.16,3,0,3.16,0.03,2,2,3.62,2,0.18,0.18,2,1
scenario20137,0,10.08,SpeedUp,3,0,1,1,1,2,6.52,2,2,6.52,0.22,2,2,6.52,2,0.22,0.22,2,1
scenario20138,0,7.89,SpeedUp,3,0,1,1,1,2,5.71,3,0,5.71,0.11,3,2,6.02,3,0.02,0.11,3,1
scenario20139,0,7.11,SpeedUp,1,0,1,1,1,2,3.6,3,0,3.6,0.02,4,2,5.27,4,0.28,0.28,2,1
scenario20140,35.2,6.64,EmergencyBrake,1,0,1,1,1,2,3.14,3,0,3.14,0.03,4,2,4.28,4,0.18,0.18,2,1
scenario20388,0,8.91,SpeedUp,1,0,1,1,1,2,2.97,3,0,2.97,0.02,2,2,11.47,2,0.09,0.09,2,0
scenario20389,0,9.01,SpeedUp,1,0,1,1,1,2,5.87,3,0,5.87,0.02,2,2,12.51,2,0.04,0.04,2,0
scenario20390,0,9.13,SpeedUp,3,0,1,1,1,2,9.66,3,0,9.66,0,1,2,14.77,1,0.06,0.06,2,0
scenario20482,22.26,0.79,Cruise,3,0,1,1,1,2,3.78,2,2,3.78,0.22,2,2,3.78,2,0.22,0.22,2,1
scenario20483,16.71,0.2,SpeedCut,3,0,1,1,1,2,3.84,2,2,3.84,0.19,2,2,3.84,2,0.19,0.19,2,1
scenario20484,0,0.01,SpeedUp,3,0,1,1,1,2,3.64,2,2,3.64,0.19,2,2,3.64,2,0.19,0.19,2,1
scenario20485,0,0.18,SpeedUp,3,0,1,1,1,2,3.7,2,2,3.7,0.19,2,2,3.7,2,0.19,0.19,2,1
scenario20488,16.44,0.49,SpeedCut,1,1,0,0,1,2,8.72,3,0,8.72,0.02,1,1,23.33,1,4.55,4.55,1,1
scenario20489,0,0.42,ChangeLaneToLeft,3,1,0,0,1,2,8.46,3,0,8.46,0,2,1,25.89,2,8.33,8.33,1,1
scenario20490,0,1.45,ChangeLaneToRight,1,1,0,0,1,2,7.88,3,0,7.88,0.02,2,1,27.49,2,7.24,7.24,1,1
scenario20662,20.85,10.18,SpeedCut,1,0,1,1,1,2,3.47,2,2,3.47,0.27,2,2,3.47,2,0.27,0.27,2,1
scenario20663,40.29,3.98,EmergencyBrake,1,0,1,1,1,2,3.62,2,2,3.62,0.23,2,2,3.62,2,0.23,0.23,2,1
scenario20664,47,2.83,EmergencyBrake,3,0,1,1,1,2,3.85,2,2,3.85,0.18,2,2,3.85,2,0.18,0.18,2,1
scenario20665,50.5,1.1,EmergencyBrake,3,0,1,1,1,2,3.83,2,2,3.83,0.19,2,2,3.83,2,0.19,0.19,2,1
scenario20671,24.79,0.04,SpeedCut,1,0,1,1,1,2,3.92,2,1,3.92,0.19,1,2,3.92,1,0.19,0.19,2,1
scenario20676,16.47,0.01,SpeedCut,1,0,1,1,1,2,3.91,2,1,3.91,0.15,1,2,3.91,1,0.15,0.15,2,1
scenario20677,23.68,0.01,SpeedCut,1,0,1,1,1,2,3.9,2,1,3.9,0.18,1,2,3.9,1,0.18,0.18,2,1
scenario20678,44.54,0.01,SpeedCut,1,0,1,1,1,2,3.88,2,1,3.88,0.23,1,2,3.88,1,0.23,0.23,2,1
scenario21049,0,6.61,SpeedUp,3,1,0,0,1,2,7.36,3,0,7.36,0.03,1,1,21.34,1,55.21,55.21,1,0
scenario21220,0,8.84,SpeedUp,1,1,0,0,1,2,5.38,3,0,5.38,0.01,2,1,17.32,2,10.34,10.34,1,0
scenario21299,22.76,9.28,Cruise,1,1,0,0,1,2,6.01,3,0,6.01,0.03,3,1,31.5,3,9.5,9.5,1,0
scenario21487,0,8.48,ChangeLaneToRight,1,1,0,0,1,2,4.96,3,0,4.96,0.06,2,1,14.99,2,180,180,1,0
scenario21557,0,6.74,SpeedUp,0,1,0,0,1,2,5.54,3,0,5.54,0.06,1,1,35.71,1,1.1,1.1,1,0
scenario21558,0,7.01,ChangeLaneToRight,1,1,0,0,1,2,6.61,3,0,6.61,0.05,1,1,33.21,1,59.85,59.85,1,0
scenario21559,0,7.39,ChangeLaneToRight,1,1,0,0,1,2,8.94,3,0,8.94,0.04,1,1,24.17,1,19.91,19.91,1,0
scenario21687,0,8.99,ChangeLaneToRight,1,1,0,0,1,2,8.98,3,0,8.98,0.03,1,1,30.92,1,65.07,65.07,1,0
scenario23036,69.99,0,ChangeLaneToRight,0,1,0,0,1,2,5.49,3,0,5.49,0.03,2,1,9.81,2,117.86,117.86,1,0
scenario28612,0,2.48,SpeedUp,1,1,0,0,1,2,6.23,3,0,6.23,0.01,1,1,6.53,1,5.97,5.97,1,1
scenario29764,14.5,2.94,SpeedCut,1,1,0,0,1,2,3.64,1,1,3.64,102.25,1,1,3.64,1,102.25,102.25,1,1
scenario29866,70,0,ChangeLaneToLeft,0,1,0,0,1,2,7.54,3,0,7.54,0.01,2,1,13.16,2,108.04,108.04,1,0
scenario30667,0,8.6,SpeedUp,1,0,1,1,1,2,3.45,3,0,3.45,0.02,2,2,7.62,2,0.12,0.12,2,0
scenario31105,26.54,4.05,Cruise,2,1,0,0,1,2,22.08,3,0,22.08,2.04,4,1,24.15,4,0.52,2.04,3,0
scenario31346,0,10.76,SpeedUp,3,0,1,1,1,2,5.88,3,0,5.88,0.12,1,2,6.17,1,0.12,0.12,2,1
scenario31418,0,8.59,SpeedUp,1,0,1,1,1,2,2.89,3,0,2.89,0.03,1,2,7.46,1,0.08,0.08,2,0
scenario31419,0,8.69,SpeedUp,3,0,1,1,1,2,4.97,2,2,4.97,0.12,2,2,4.97,2,0.12,0.12,2,0
scenario31619,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.35,1,1,5.35,57.34,1,1,5.35,1,57.34,57.34,1,0
scenario31620,50,0,SpeedCut,0,1,0,0,1,2,5.43,1,1,5.43,59.56,1,1,5.43,1,59.56,59.56,1,0
scenario31621,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.41,1,1,5.41,59.31,1,1,5.41,1,59.31,59.31,1,0
scenario31622,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.39,1,1,5.39,58.51,1,1,5.39,1,58.51,58.51,1,0
scenario31623,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.39,1,1,5.39,58.45,1,1,5.39,1,58.45,58.45,1,0
scenario31624,0,0,ChangeLaneToLeft,0,1,0,0,1,2,5.33,1,1,5.33,57.49,1,1,5.33,1,57.49,57.49,1,0
scenario31625,50,0,SpeedCut,0,1,0,0,1,2,5.31,1,1,5.31,57.58,1,1,5.31,1,57.58,57.58,1,0
scenario31626,50,0,SpeedCut,0,1,0,0,1,2,5.3,1,1,5.3,57.72,1,1,5.3,1,57.72,57.72,1,0
scenario31627,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.28,1,1,5.28,57.33,1,1,5.28,1,57.33,57.33,1,0
scenario31628,0,0,ChangeLaneToLeft,0,1,0,0,1,2,5.28,1,1,5.28,56.66,1,1,5.28,1,56.66,56.66,1,0
scenario31629,50,0,SpeedCut,0,1,0,0,1,2,5.45,1,1,5.45,59.72,1,1,5.45,1,59.72,59.72,1,0
scenario31630,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.45,1,1,5.45,59.69,1,1,5.45,1,59.69,59.69,1,0
scenario31631,50,0,SpeedCut,0,1,0,0,1,2,5.45,1,1,5.45,63.02,1,1,5.45,1,63.02,63.02,1,0
scenario31632,50,0,SpeedCut,0,1,0,0,1,2,5.45,1,1,5.45,59.48,1,1,5.45,1,59.48,59.48,1,0
scenario31633,50,0,SpeedCut,0,1,0,0,1,2,5.42,1,1,5.42,58.2,1,1,5.42,1,58.2,58.2,1,0
scenario31634,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.4,1,1,5.4,58.38,1,1,5.4,1,58.38,58.38,1,0
scenario31635,69.79,0,ChangeLaneToLeft,0,1,0,0,1,2,5.38,1,1,5.38,56.92,1,1,5.38,1,56.92,56.92,1,0
scenario31636,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.37,1,1,5.37,58.57,1,1,5.37,1,58.57,58.57,1,0
scenario31637,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.36,1,1,5.36,57.87,1,1,5.36,1,57.87,57.87,1,0
scenario31638,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.56,1,1,5.56,65.38,1,1,5.56,1,65.38,65.38,1,0
scenario31639,69.81,0,ChangeLaneToLeft,0,1,0,0,1,2,5.56,1,1,5.56,65.09,1,1,5.56,1,65.09,65.09,1,0
scenario31640,0,0,ChangeLaneToLeft,0,1,0,0,1,2,5.37,1,1,5.37,62.26,1,1,5.37,1,62.26,62.26,1,0
scenario31641,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.56,1,1,5.56,66.79,1,1,5.56,1,66.79,66.79,1,0
scenario31642,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.55,1,1,5.55,66.29,1,1,5.55,1,66.29,66.29,1,0
scenario31643,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.34,1,1,5.34,60.6,1,1,5.34,1,60.6,60.6,1,0
scenario31644,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.36,1,1,5.36,59.8,1,1,5.36,1,59.8,59.8,1,0
scenario31645,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.55,1,1,5.55,63.51,1,1,5.55,1,63.51,63.51,1,0
scenario31646,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.24,1,1,5.24,56.56,1,1,5.24,1,56.56,56.56,1,0
scenario31647,0,0.01,ChangeLaneToLeft,0,1,0,0,1,2,5.22,1,1,5.22,55,1,1,5.22,1,55,55,1,0
scenario31648,0,0.02,ChangeLaneToLeft,0,1,0,0,1,2,5.19,1,1,5.19,56.7,1,1,5.19,1,56.7,56.7,1,0
scenario31706,0,10.57,SpeedUp,3,1,0,0,1,2,3.25,3,0,3.25,0.06,1,1,11.08,1,8.1,8.1,1,0
scenario31966,20.75,1.08,SpeedCut,1,0,1,1,1,2,3.94,2,2,3.94,0.16,2,2,3.94,2,0.16,0.16,2,1
scenario31976,50,0,SpeedCut,1,0,1,1,1,2,3.87,2,1,3.87,0.22,1,2,3.87,1,0.22,0.22,2,1
scenario31977,50,0,SpeedCut,3,0,1,1,1,2,3.89,2,1,3.89,0.2,1,2,3.89,1,0.2,0.2,2,1
scenario31978,50,0,SpeedCut,3,0,1,1,1,2,3.91,2,1,3.91,0.19,1,2,3.91,1,0.19,0.19,2,1
scenario31982,50,0,SpeedCut,1,0,1,1,1,2,3.84,2,1,3.84,0.2,1,2,3.84,1,0.2,0.2,2,1
scenario31986,50,0,SpeedCut,1,0,1,1,1,2,3.85,2,1,3.85,0.19,1,2,3.85,1,0.19,0.19,2,1
scenario31987,50,0,SpeedCut,1,0,1,1,1,2,3.89,2,1,3.89,0.19,1,2,3.89,1,0.19,0.19,2,1
scenario31988,50,0,SpeedCut,1,0,1,1,1,2,3.87,2,1,3.87,0.19,1,2,3.87,1,0.19,0.19,2,1
scenario31989,50,0,SpeedCut,1,0,1,1,1,2,3.86,2,1,3.86,0.19,1,2,3.86,1,0.19,0.19,2,1
scenario32307,0,9.35,ChangeLaneToRight,1,1,0,0,1,2,6.07,3,0,6.07,0.01,2,1,26.71,2,219.09,219.09,1,0
scenario32466,17.38,9.33,SpeedCut,1,1,0,0,1,2,7.3,3,0,7.3,0.04,1,1,20.86,1,81.47,81.47,1,0
scenario32943,0,7.16,SpeedUp,1,1,0,0,1,2,5.68,3,0,5.68,0.01,1,1,22.5,1,105.73,105.73,1,0
scenario32944,0,7.82,ChangeLaneToRight,1,1,0,0,1,2,8.8,3,0,8.8,0.04,2,1,24.59,2,59.78,59.78,1,0
scenario33140,0,10.49,SpeedUp,1,1,0,0,1,2,17.07,3,0,17.07,0.06,2,1,19.46,2,128.69,128.69,1,0
scenario33500,0,9.11,SpeedUp,1,1,0,0,1,2,5.91,3,0,5.91,0.05,2,1,30.46,2,13.8,13.8,1,0
scenario33501,0,9.19,SpeedUp,1,1,0,0,1,2,6.29,3,0,6.29,0.01,1,1,33.08,1,7.13,7.13,1,0
scenario33953,52.19,0.02,EmergencyBrake,0,1,0,0,1,2,5.41,1,1,5.41,24.83,1,1,5.41,1,24.83,24.83,1,0
scenario37290,0,0,SpeedUp,1,1,0,0,1,2,4.15,1,1,4.15,5.98,1,1,4.15,1,5.98,5.98,1,0
scenario41288,0,0.02,SpeedUp,0,1,0,0,1,2,4.88,3,0,4.88,0.03,2,1,9.41,2,115.5,115.5,1,0
scenario41527,69.99,0,Stop,0,1,0,0,1,2,4.02,3,0,4.02,0,2,1,8.61,2,113.96,113.96,1,0
scenario41948,0,0.08,SpeedUp,0,1,0,0,1,2,5.26,3,0,5.26,0.04,2,1,10.51,2,100.25,100.25,1,0
scenario42060,0,9,SpeedUp,1,1,0,0,1,2,2.9,3,0,2.9,0.03,2,1,14.05,2,5.46,5.46,1,0
scenario42061,0,9.25,SpeedUp,3,1,0,0,1,2,6.78,3,0,6.78,0.01,3,1,17.39,3,7.24,7.24,1,0
scenario42427,0,8.87,SpeedUp,1,1,0,0,1,2,3.76,3,0,3.76,0.02,2,1,34.49,2,0.24,0.24,1,0
scenario42588,0,0,ChangeLaneToLeft,0,1,0,0,1,2,3.9,1,1,3.9,7.78,1,1,3.9,1,7.78,7.78,1,0
scenario42589,0,0,ChangeLaneToLeft,0,1,0,0,1,2,3.9,1,1,3.9,7.75,1,1,3.9,1,7.75,7.75,1,0
scenario42590,0,0,ChangeLaneToLeft,0,1,0,0,1,2,3.9,1,1,3.9,7.75,1,1,3.9,1,7.75,7.75,1,0
scenario42591,0,0,ChangeLaneToLeft,0,1,0,0,1,2,3.91,1,1,3.91,7.73,1,1,3.91,1,7.73,7.73,1,0
scenario42592,0,0,ChangeLaneToLeft,0,1,0,0,1,2,3.91,1,1,3.91,7.67,1,1,3.91,1,7.67,7.67,1,0
scenario42678,0,10.45,SpeedUp,3,1,0,0,1,2,4.26,3,0,4.26,0.08,2,1,10.25,2,89.27,89.27,1,0
scenario42796,0,9.28,SpeedUp,1,1,0,0,1,2,3.57,3,0,3.57,0.01,4,1,25.51,4,16.09,16.09,1,0
scenario42798,0,9.54,SpeedUp,3,1,0,0,1,2,10,3,0,10,0.01,4,1,31.93,4,16.37,16.37,1,0
scenario42911,0,0.02,TurnLeft,0,1,0,0,1,2,19.23,3,0,19.23,0.91,1,1,20.21,1,1.93,1.93,1,1
scenario42912,50,0,SpeedCut,0,1,0,0,1,2,19.82,3,0,19.82,1.3,1,1,20.83,1,2.29,2.29,1,1
scenario43003,14.5,0.47,SpeedCut,0,1,0,0,1,2,2.73,3,0,2.73,0,1,1,4.23,1,9.16,9.16,1,1
scenario43004,0,0.36,ChangeLaneToLeft,0,1,0,0,1,2,2.75,3,0,2.75,0,1,1,4.37,1,8.86,8.86,1,1
scenario43011,0,5.14,ChangeLaneToLeft,3,0,1,1,1,2,4.73,3,0,4.73,0.1,1,2,5.05,1,0.14,0.14,2,0
scenario43012,19.74,5.26,SpeedCut,0,0,1,1,1,2,8.72,2,1,8.72,0.09,1,2,8.72,1,0.09,0.09,2,0
scenario43109,0,7.32,SpeedUp,3,1,0,0,1,2,3.25,3,0,3.25,0.05,3,1,8.03,3,9.29,9.29,1,0
scenario43110,0,7.43,SpeedUp,3,1,0,0,1,2,3.61,3,0,3.61,0.02,4,1,6.7,4,8.93,8.93,1,0
scenario43165,0,9.6,SpeedUp,3,1,0,0,1,2,3.19,3,0,3.19,0.02,4,1,22.46,4,4.85,4.85,1,0
scenario43219,0,6.2,SpeedUp,3,1,0,0,1,2,5.49,3,0,5.49,0.07,3,1,21.77,3,1.04,1.04,1,0
scenario43220,0,6.54,SpeedUp,1,1,0,0,1,2,3.39,3,0,3.39,0.06,3,1,23.21,3,1.72,1.72,1,0
scenario43258,24.1,7.36,SpeedCut,0,0,1,1,1,2,5.79,2,1,5.79,1.71,1,2,5.79,1,1.71,1.74,3,0
scenario43309,0,9.1,SpeedUp,3,0,1,1,1,2,5.63,3,0,5.63,0.08,1,2,11.94,1,0.03,0.08,3,0
scenario43311,0,9.27,SpeedUp,3,0,1,1,1,2,2.74,3,0,2.74,0.01,1,2,10.59,1,0.09,0.09,2,0
scenario43312,0,9.42,SpeedUp,3,0,1,1,1,2,4.15,3,0,4.15,0.02,1,2,10.7,1,0.04,0.04,2,0
scenario43374,42.62,4.63,EmergencyBrake,3,1,0,0,1,2,3.67,3,0,3.67,0.11,2,1,11.45,2,4.79,4.79,1,0
scenario43375,0,0.76,SpeedUp,3,1,0,0,1,2,5.55,3,0,5.55,0,3,1,15.03,3,0.9,0.9,1,0
scenario43461,0,5.44,SpeedUp,1,1,0,0,1,2,6.36,3,0,6.36,0.04,4,1,25.98,4,0.36,0.36,1,0
scenario43462,0,5.99,ChangeLaneToRight,1,1,0,0,1,2,5.67,3,0,5.67,0.02,4,1,25.6,4,0.42,0.42,1,0
scenario43463,0,6.71,ChangeLaneToRight,1,1,0,0,1,2,6.47,3,0,6.47,0.03,4,1,22.38,4,0.99,0.99,1,0
scenario43558,0,8.75,SpeedUp,1,1,0,0,1,2,7.9,3,0,7.9,0.01,1,1,32.12,1,0.81,0.81,1,0
scenario44519,17.02,8.16,SpeedCut,2,1,0,0,1,2,6.09,3,0,6.09,0.05,2,1,15.62,2,9.02,9.02,1,0
scenario44520,34.29,7.67,EmergencyBrake,1,1,0,0,1,2,6.64,3,0,6.64,0.04,2,1,13.96,2,7.7,7.7,1,0
scenario44610,0,4.55,ChangeLaneToRight,1,1,0,0,1,2,7.39,3,0,7.39,0.01,2,1,18.08,2,6.14,6.14,1,0
scenario44611,0,4.7,ChangeLaneToRight,1,1,0,0,1,2,6.93,3,0,6.93,0.47,3,1,19.53,3,6,6,1,0
scenario44612,0,5.34,ChangeLaneToRight,1,1,0,0,1,2,6.48,3,0,6.48,0.02,3,1,19.03,3,4.18,4.18,1,0
scenario44614,0,0,ChangeLaneToRight,0,1,0,0,1,2,4.17,1,1,4.17,5.98,1,1,4.17,1,5.98,5.98,1,0
scenario44655,30.33,8.76,ChangeLaneToLeft,3,1,0,0,1,2,6.44,3,0,6.44,0.02,4,1,15.06,4,5.67,5.67,1,0
scenario44694,0,0.04,TurnRight,3,1,0,0,1,2,3.53,1,1,3.53,11.74,1,1,3.53,1,11.74,11.74,1,0
scenario44933,0,8.24,ChangeLaneToRight,1,1,0,0,1,2,6.13,3,0,6.13,0.04,3,1,22.1,3,0.57,0.57,1,0
scenario45004,14.5,8.98,SpeedCut,1,1,0,0,1,2,5.56,3,0,5.56,0.05,4,1,15.9,4,6.97,6.97,1,0
scenario45775,69.55,0,TurnLeft,0,1,0,0,1,2,3.72,3,0,3.72,4.34,1,1,4.39,1,5.34,5.34,1,1
scenario47491,0,0,ChangeLaneToLeft,0,1,0,0,1,2,7.59,3,0,7.59,0.01,1,1,8.2,1,84.86,84.86,1,0
scenario47971,0,7.2,SpeedUp,1,1,0,0,1,2,8.08,1,1,8.08,11.24,1,1,8.08,1,11.24,11.24,1,0
scenario48571,0,3.02,SpeedUp,3,1,0,0,1,2,8.89,3,0,8.89,0.01,4,1,23.21,4,0.63,0.63,1,0
scenario48572,0,3.41,SpeedUp,3,1,0,0,1,2,7.23,3,0,7.23,0.02,4,1,24.29,4,1.13,1.13,1,0
scenario48573,0,4.09,SpeedUp,1,1,0,0,1,2,5.42,3,0,5.42,0.05,4,1,24.91,4,0.7,0.7,1,0
scenario48668,14.5,7.82,SpeedCut,1,1,0,0,1,2,3.32,1,3,3.32,9.38,3,1,3.32,3,9.38,9.38,1,0
scenario48733,0,10.4,SpeedUp,3,1,0,0,1,2,6.41,3,0,6.41,0.07,2,1,27.49,2,7.55,7.55,1,0
scenario48782,0,10.29,SpeedUp,1,1,0,0,1,2,4.66,3,0,4.66,0.03,1,1,6.24,1,130.76,130.76,1,0
scenario49004,26.19,8.77,Cruise,3,1,0,0,1,2,6.15,3,0,6.15,0.02,1,1,13.96,1,6.56,6.56,1,0
scenario49073,14.5,7.97,SpeedCut,1,1,0,0,1,2,2.56,3,0,2.56,0.21,4,1,5.76,4,8.84,8.84,1,0
scenario49074,14.5,7.71,SpeedCut,1,1,0,0,1,2,10.19,1,4,10.19,6.7,4,1,10.19,4,6.7,6.7,1,0
scenario49081,14.5,5.1,SpeedCut,1,1,0,0,1,2,4.78,3,0,4.78,0.04,2,1,10.3,2,5.81,5.81,1,0
scenario49135,0,8.97,SpeedUp,1,1,0,0,1,2,5.2,3,0,5.2,0.03,2,1,6.83,2,9.55,9.55,1,0
scenario49136,0,9.07,SpeedUp,1,1,0,0,1,2,3.2,3,0,3.2,0.02,2,1,5.38,2,9.89,9.89,1,0
scenario49244,21.06,6.19,Cruise,1,1,0,0,1,2,2.95,3,0,2.95,0.02,2,1,17.46,2,1.34,1.34,1,0
scenario49258,0,6,SpeedUp,3,1,0,0,1,2,4.84,3,0,4.84,0.09,3,1,20.62,3,2.41,2.41,1,0
scenario49259,14.5,6.01,SpeedCut,1,1,0,0,1,2,3.21,3,0,3.21,0.07,3,1,19.83,3,2.38,2.38,1,0
scenario49260,14.5,6,SpeedCut,1,1,0,0,1,2,3.85,3,0,3.85,0.02,3,1,19.44,3,2.26,2.26,1,0
scenario49458,0,9.73,Cruise,1,1,0,0,1,2,4.36,3,0,4.36,0.02,2,1,10.9,2,5,5,1,0
scenario49466,23.87,10.24,SpeedCut,3,1,0,0,1,2,5.24,3,0,5.24,0.05,1,1,24.77,1,3.09,3.09,1,0
scenario49784,25.94,1.49,Cruise,1,1,0,0,1,2,3.57,3,0,3.57,0.04,2,1,10.56,2,7.54,7.54,1,0
scenario49816,0,3.31,SpeedUp,1,1,0,0,1,2,4.53,3,0,4.53,0.05,2,1,12.87,2,1.33,1.33,1,0
scenario49821,14.5,0.43,SpeedCut,3,1,0,0,1,2,3.74,3,0,3.74,0.05,2,1,11.59,2,4.19,4.19,1,0
scenario49822,14.5,0.27,SpeedCut,1,1,0,0,1,2,3.73,3,0,3.73,0.04,2,1,12.2,2,2.21,2.21,1,0
scenario49882,0,4.48,SpeedUp,3,1,0,0,1,2,7.46,3,0,7.46,0.01,2,1,23.22,2,3.57,3.57,1,0
scenario49883,0,4.73,SpeedUp,3,1,0,0,1,2,5.21,3,0,5.21,0.05,3,1,22.94,3,1.1,1.1,1,0
scenario49884,0,4.9,SpeedUp,1,1,0,0,1,2,3.56,3,0,3.56,0.02,3,1,23.16,3,0.68,0.68,1,0
